workerid,trial_type,justification,number,item,slide_number,context,response,language,enjoyment,gender,age,comments,assess,selfreport,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.justification,Answer.time_in_minutes
0,one_slider_practice,It seems right,NA,NA,NA,NA,0.62,Russian,0,Male,26,,Confused,I&quotecharm not sure. My english is poor,1,Linux,768,1366,Chrome,3DFYDSXB2WV84CDG6SLUSQWF3BNJUS,3HCQYOKL1FXBI3TAIH6HSHESXKVNN6,Sentences of English,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong.",language research UCI fun cognitive science university explanations,$1.25,Tue Jan 30 10:36:40 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 01 10:36:40 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3DFYDSXB2WV84CDG6SLUSQWF3BNJUS,3PM8NZGV8ZCKUN9HXPLSYH3TZLCXQ6,0,Submitted,Wed Jan 31 03:22:43 PST 2018,Tue Jan 30 10:36:43 PST 2018,Tue Jan 30 10:42:43 PST 2018,,,,,,[],"""fourwith""",undefined,2.701033333333333
0,one_slider_practice,I&quotecharm not sure,NA,NA,NA,NA,0.47,Russian,0,Male,26,,Confused,I&quotecharm not sure. My english is poor,1,Linux,768,1366,Chrome,3DFYDSXB2WV84CDG6SLUSQWF3BNJUS,3HCQYOKL1FXBI3TAIH6HSHESXKVNN6,Sentences of English,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong.",language research UCI fun cognitive science university explanations,$1.25,Tue Jan 30 10:36:40 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 01 10:36:40 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3DFYDSXB2WV84CDG6SLUSQWF3BNJUS,3PM8NZGV8ZCKUN9HXPLSYH3TZLCXQ6,0,Submitted,Wed Jan 31 03:22:43 PST 2018,Tue Jan 30 10:36:43 PST 2018,Tue Jan 30 10:42:43 PST 2018,,,,,,[],"""fourwith""",undefined,2.701033333333333
0,one_slider,Not sure,four,frog,6,with,0.5,Russian,0,Male,26,,Confused,I&quotecharm not sure. My english is poor,1,Linux,768,1366,Chrome,3DFYDSXB2WV84CDG6SLUSQWF3BNJUS,3HCQYOKL1FXBI3TAIH6HSHESXKVNN6,Sentences of English,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong.",language research UCI fun cognitive science university explanations,$1.25,Tue Jan 30 10:36:40 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 01 10:36:40 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3DFYDSXB2WV84CDG6SLUSQWF3BNJUS,3PM8NZGV8ZCKUN9HXPLSYH3TZLCXQ6,0,Submitted,Wed Jan 31 03:22:43 PST 2018,Tue Jan 30 10:36:43 PST 2018,Tue Jan 30 10:42:43 PST 2018,,,,,,[],"""fourwith""",undefined,2.701033333333333
0,one_slider,He was thirty,two,control1,7,with,0.65,Russian,0,Male,26,,Confused,I&quotecharm not sure. My english is poor,1,Linux,768,1366,Chrome,3DFYDSXB2WV84CDG6SLUSQWF3BNJUS,3HCQYOKL1FXBI3TAIH6HSHESXKVNN6,Sentences of English,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong.",language research UCI fun cognitive science university explanations,$1.25,Tue Jan 30 10:36:40 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 01 10:36:40 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3DFYDSXB2WV84CDG6SLUSQWF3BNJUS,3PM8NZGV8ZCKUN9HXPLSYH3TZLCXQ6,0,Submitted,Wed Jan 31 03:22:43 PST 2018,Tue Jan 30 10:36:43 PST 2018,Tue Jan 30 10:42:43 PST 2018,,,,,,[],"""fourwith""",undefined,2.701033333333333
0,one_slider,I think so,two,butterflies,8,with,0.61,Russian,0,Male,26,,Confused,I&quotecharm not sure. My english is poor,1,Linux,768,1366,Chrome,3DFYDSXB2WV84CDG6SLUSQWF3BNJUS,3HCQYOKL1FXBI3TAIH6HSHESXKVNN6,Sentences of English,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong.",language research UCI fun cognitive science university explanations,$1.25,Tue Jan 30 10:36:40 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 01 10:36:40 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3DFYDSXB2WV84CDG6SLUSQWF3BNJUS,3PM8NZGV8ZCKUN9HXPLSYH3TZLCXQ6,0,Submitted,Wed Jan 31 03:22:43 PST 2018,Tue Jan 30 10:36:43 PST 2018,Tue Jan 30 10:42:43 PST 2018,,,,,,[],"""fourwith""",undefined,2.701033333333333
0,one_slider,not ure,two,control2,9,without,0.55,Russian,0,Male,26,,Confused,I&quotecharm not sure. My english is poor,1,Linux,768,1366,Chrome,3DFYDSXB2WV84CDG6SLUSQWF3BNJUS,3HCQYOKL1FXBI3TAIH6HSHESXKVNN6,Sentences of English,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong.",language research UCI fun cognitive science university explanations,$1.25,Tue Jan 30 10:36:40 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 01 10:36:40 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3DFYDSXB2WV84CDG6SLUSQWF3BNJUS,3PM8NZGV8ZCKUN9HXPLSYH3TZLCXQ6,0,Submitted,Wed Jan 31 03:22:43 PST 2018,Tue Jan 30 10:36:43 PST 2018,Tue Jan 30 10:42:43 PST 2018,,,,,,[],"""fourwith""",undefined,2.701033333333333
0,one_slider,not sue,four,lions,10,with,0.7,Russian,0,Male,26,,Confused,I&quotecharm not sure. My english is poor,1,Linux,768,1366,Chrome,3DFYDSXB2WV84CDG6SLUSQWF3BNJUS,3HCQYOKL1FXBI3TAIH6HSHESXKVNN6,Sentences of English,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong.",language research UCI fun cognitive science university explanations,$1.25,Tue Jan 30 10:36:40 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 01 10:36:40 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3DFYDSXB2WV84CDG6SLUSQWF3BNJUS,3PM8NZGV8ZCKUN9HXPLSYH3TZLCXQ6,0,Submitted,Wed Jan 31 03:22:43 PST 2018,Tue Jan 30 10:36:43 PST 2018,Tue Jan 30 10:42:43 PST 2018,,,,,,[],"""fourwith""",undefined,2.701033333333333
0,one_slider,not sure,two,control3,11,without,0.59,Russian,0,Male,26,,Confused,I&quotecharm not sure. My english is poor,1,Linux,768,1366,Chrome,3DFYDSXB2WV84CDG6SLUSQWF3BNJUS,3HCQYOKL1FXBI3TAIH6HSHESXKVNN6,Sentences of English,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong.",language research UCI fun cognitive science university explanations,$1.25,Tue Jan 30 10:36:40 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 01 10:36:40 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3DFYDSXB2WV84CDG6SLUSQWF3BNJUS,3PM8NZGV8ZCKUN9HXPLSYH3TZLCXQ6,0,Submitted,Wed Jan 31 03:22:43 PST 2018,Tue Jan 30 10:36:43 PST 2018,Tue Jan 30 10:42:43 PST 2018,,,,,,[],"""fourwith""",undefined,2.701033333333333
0,one_slider,It seems right,four,dinosaurs,12,with,0.48,Russian,0,Male,26,,Confused,I&quotecharm not sure. My english is poor,1,Linux,768,1366,Chrome,3DFYDSXB2WV84CDG6SLUSQWF3BNJUS,3HCQYOKL1FXBI3TAIH6HSHESXKVNN6,Sentences of English,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong.",language research UCI fun cognitive science university explanations,$1.25,Tue Jan 30 10:36:40 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 01 10:36:40 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3DFYDSXB2WV84CDG6SLUSQWF3BNJUS,3PM8NZGV8ZCKUN9HXPLSYH3TZLCXQ6,0,Submitted,Wed Jan 31 03:22:43 PST 2018,Tue Jan 30 10:36:43 PST 2018,Tue Jan 30 10:42:43 PST 2018,,,,,,[],"""fourwith""",undefined,2.701033333333333
1,one_slider_practice,He bought two cars!,NA,NA,NA,NA,1,english,1,Female,29,,Yes,Language,3,Windows,768,1366,Chrome,3DFYDSXB2WV84CDG6SLUSQWF3BNJUS,3HCQYOKL1FXBI3TAIH6HSHESXKVNN6,Sentences of English,"In this task you will be watching a short video. At the end of the video, a puppet will make a statement and your goal is to say whether the puppett is right or wrong.",language research UCI fun cognitive science university explanations,$1.25,Tue Jan 30 10:36:40 PST 2018,9,0,0,0,Reviewable,NotReviewed,1 cond,1800,60000,Thu Mar 01 10:36:40 PST 2018,https://requester.mturk.com/mturk/manageHIT?HITId=3DFYDSXB2WV84CDG6SLUSQWF3BNJUS,3X87C8JFV77CY6NI3FF5Z9M1K6AQSR,1,Submitted,Wed Jan 31 03:24:23 PST 2018,Tue Jan 30 10:36:43 PST 2018,Tue Jan 30 10:44:23 PST 2018,,,,,,[],"""twowithout""",undefined,6.278866666666667
